-20	20	4.23058823529
-20	30	3.14256410256
-20	40	2.53793103448
-20	50	2.17411764706
-20	60	2.05968253968
-30	20	5.59428571429
-30	30	4.815
-30	40	4.41411764706
-30	50	4.03789473684
-30	60	3.8
-40	20	6.67130434783
-40	30	5.55428571429
-40	40	5.04258064516
-40	50	4.765
-40	60	4.45647058824
-15	20	2.364
-15	30	2.208
-15	40	2.13333333333
-15	50	2.1504
-15	60	1.98260869565
-25	20	5.17517241379
-25	30	4.26057142857
-25	40	3.80717948718
-25	50	3.38
-25	60	3.09581395349
-35	20	6.272
-35	30	5.14666666667
-35	40	4.64484848485
-35	50	4.49882352941
-35	60	4.31058823529
-10	20	2.14530612245
-10	30	2.0537704918
-10	40	2.02838709677
-10	50	2.05206349206
-10	60	2.11450980392
-12.5	20	2.1888
-12.5	30	2.02424242424
-12.5	40	2.0
-12.5	50	2.05935483871
-12.5	60	2.00119402985
-17.5	20	3.32108108108
-17.5	30	2.36
-17.5	40	2.1504
-17.5	50	1.93493333333
-17.5	60	2.344
