-40	-10	4.68307692308
-40	-9	4.82181818182
-40	-8	4.9980952381
-40	-7	5.41538461538
-40	-6	8.57333333333
-40	-5	4.53714285714
-40	-4	5.7252173913
-40	-3	10.3573333333
-40	-2	9.69
-40	-1	9.11058823529
-40	0	8.61333333333
-40	1	8.24421052632
-40	2	7.86526315789
-40	3	7.728
-40	4	7.33714285714
-40	5	7.08363636364
-65	-10	6.66666666667
-65	-9	5.21454545455
-65	-8	4.7232
-65	-7	6.88
-65	-6	10.624
-65	-5	10.5813333333
-65	-4	9.94
-65	-3	9.79
-65	-2	9.67
-65	-1	9.22352941176
-65	0	9.00705882353
-65	1	8.58666666667
-65	2	8.28631578947
-65	3	8.02526315789
-65	4	8.26947368421
-65	5	7.816
-90	-10	11.98
-90	-9	11.4472727273
-90	-8	11.1771428571
-90	-7	6.86315789474
-90	-6	10.4426666667
-90	-5	10.368
-90	-4	9.73
-90	-3	9.40235294118
-90	-2	9.36470588235
-90	-1	9.31764705882
-90	0	6.10782608696
-90	1	9.10117647059
-90	2	8.79111111111
-90	3	7.54666666667
-90	4	8.40421052632
-90	5	8.40421052632
