-30	10	7.50933333333
-30	30	4.70193548387
-30	50	4.02162162162
-30	70	3.64717948718
-30	90	3.35578947368
-25	10	7.26857142857
-25	30	4.16941176471
-25	50	3.35085714286
-25	70	2.54451612903
-25	90	1.56679245283
-20	10	6.13333333333
-20	30	2.96533333333
-20	50	1.72540540541
-20	70	1.34956521739
-20	90	1.53333333333
-15	10	4.58074074074
-15	30	1.34575342466
-15	50	1.46909090909
-15	70	1.32888888889
-15	90	1.568
-10	10	1.53333333333
-10	30	1.34222222222
-10	50	1.33333333333
-10	70	1.34613333333
-10	90	1.48837209302
-47.5	30	5.6347826087
-47.5	50	4.92387096774
-47.5	70	4.49411764706
-42.5	30	4.95333333333
-42.5	50	4.76
-42.5	70	4.31542857143
-37.5	30	5.1584
-37.5	50	4.50064516129
-37.5	70	4.2
-32.5	30	5.00571428571
-32.5	50	4.23555555556
-32.5	70	3.90486486486
-27.5	30	4.47483870968
-27.5	50	3.68
-27.5	70	3.28842105263
-22.5	30	3.83515151515
-22.5	50	2.55272727273
-22.5	70	1.725
-17.5	30	1.53674418605
-17.5	50	1.66260869565
-17.5	70	1.35188405797
-12.5	30	1.49454545455
-12.5	50	1.4712195122
-12.5	70	1.34447761194
-7.5	30	1.31657142857
-7.5	50	1.33633802817
-7.5	70	1.49581395349
-2.5	30	1.38588235294
-2.5	50	1.44711111111
-2.5	70	1.28820512821
