-40	5	8.0
-40	4	8.0
-40	3	8.0
-40	2	8.0
-40	1	8.0
-40	0	8.0
-40	-1	8.0
-40	-2	8.0
-40	-3	9.53846153846
-40	-4	9.33714285714
-40	-5	10.976
-40	-6	11.0254545455
-40	-7	8.0
-40	-8	12.336
-40	-9	8.0
-40	-10	18.84
-65	-11	18.48
-65	-10	18.84
-65	-9	8.0
-65	-8	12.336
-65	-7	8.0
-65	-6	11.0254545455
-65	-5	10.976
-65	-4	9.33714285714
-65	-3	9.53846153846
-65	-2	8.0
-65	-1	8.0
-65	0	8.0
-65	1	8.0
-65	2	8.0
-65	3	8.0
-65	4	8.0
-90	5	8.0
-90	-10	8.0
-90	-9	8.0
-90	-8	8.14315789474
-90	-7	9.45230769231
-90	-6	8.65
-90	-5	8.49882352941
-90	-4	8.0
-90	-3	8.0
-90	-2	8.0
-90	-1	8.0
-90	0	8.0
-90	1	8.0
-90	2	8.0
-90	3	8.0
-90	4	8.0
	5	8.0
	-10	9.39076923077
	-9	8.84266666667
	-8	8.7
	-7	8.13473684211
	-6	8.51764705882
	-5	8.48941176471
	-4	8.0
	-3	8.0
	-2	8.0
	-1	8.0
	0	8.0
	1	8.0
	2	8.0
	3	8.0
	4	8.0
	5	8.0
